URL, Sector,Industry,Ticker,NSE_Ticker,BSE_Ticker,Company Name
https://www.screener.in/company/ESCORTS/, Auto Ancillaries ,Auto Ancillaries ,ESCORTS,ESCORTS.NS,ESCORTS.BO,Escorts Limited
https://www.screener.in/company/EXIDEIND/, Banks ,Banks - Private Sector ,EXIDEIND,EXIDEIND.NS,EXIDEIND.BO,Exide Industries Limited
https://www.screener.in/company/FEDERALBNK/, Cables ,Cables - Power ,FEDERALBNK,FEDERALBNK.NS,FEDERALBNK.BO,The Federal Bank Limited
https://www.screener.in/company/FINCABLES/, Finance ,Finance & Investments ,FINCABLES,FINCABLES.NS,FINCABLES.BO,Finolex Cables Limited
https://www.screener.in/company/FIVESTAR/, IT - Software ,Computers - Software - Medium / Small ,FIVESTAR,FIVESTAR.NS,FIVESTAR.BO,Five-Star Business Finance Limited
https://www.screener.in/company/FSL/, Gas Distribution ,Miscellaneous ,FSL,FSL.NS,FSL.BO, Firstsource Solutions Limited
https://www.screener.in/company/GAIL/, Shipping ,Shipping ,GAIL,GAIL.NS,GAIL.BO,GAIL (India) Limited
https://www.screener.in/company/GESHIP/, Capital Goods - Electrical Equipment ,Electric Equipment ,GESHIP,GESHIP.NS,GESHIP.BO,The Great Eastern Shipping Company Limited
https://www.screener.in/company/GET&D/, FMCG ,Personal Care - Multinational ,GET&D,GET&D.NS,GET&D.BO,GE T&D India Limited
https://www.screener.in/company/GILLETTE/, Pharmaceuticals ,Pharmaceuticals - Indian - Formulations ,GILLETTE,GILLETTE.NS,GILLETTE.BO,Gillette India Limited
https://www.screener.in/company/GLAND/, Pharmaceuticals ,Pharmaceuticals - Indian - Bulk Drugs & Formln ,GLAND,GLAND.NS,GLAND.BO,Gland Pharma Limited
https://www.screener.in/company/GLENMARK/, Mining & Mineral products ,Mining / Minerals / Metals ,GLENMARK,GLENMARK.NS,GLENMARK.BO,Glenmark Pharmaceuticals Limited
https://www.screener.in/company/GMDCLTD/, Miscellaneous ,Miscellaneous ,GMDCLTD,GMDCLTD.NS,GMDCLTD.BO, Gujarat Mineral Development Corporation Limited
https://www.screener.in/company/GMRINFRA/, Tobacco Products ,Cigarettes ,GMRINFRA,GMRINFRA.NS,GMRINFRA.BO,GMR Airports Limited
https://www.screener.in/company/GODFRYPHLP/, Insurance ,Finance & Investments ,GODFRYPHLP,GODFRYPHLP.NS,GODFRYPHLP.BO,Godfrey Phillips India Limited
https://www.screener.in/company/GODIGIT/, FMCG ,Personal Care - Indian ,GODIGIT,GODIGIT.NS,GODIGIT.BO,GO DIGIT GENERAL INS LTD
https://www.screener.in/company/GODREJCP/, Chemicals ,Chemicals ,GODREJCP,GODREJCP.NS,GODREJCP.BO,Godrej Consumer Products Limited
https://www.screener.in/company/GODREJIND/, Realty ,Construction ,GODREJIND,GODREJIND.NS,GODREJIND.BO,Godrej Industries Limited
https://www.screener.in/company/GODREJPROP/, Textiles ,Textiles - Manmade ,GODREJPROP,GODREJPROP.NS,GODREJPROP.BO,Godrej Properties Limited
https://www.screener.in/company/GRASIM/, Aerospace & Defence ,Miscellaneous ,GRASIM,GRASIM.NS,GRASIM.BO,Grasim Industries Limited
https://www.screener.in/company/GRSE/, Gas Distribution ,Miscellaneous ,GRSE,GRSE.NS,GRSE.BO,Garden Reach Shipbuilders & Engineers Limited
https://www.screener.in/company/GSPL/, Aerospace & Defence ,Engineering ,GSPL,GSPL.NS,GSPL.BO,Gujarat State Petronet Limited
https://www.screener.in/company/HAL/, IT - Software ,Computers - Software - Medium / Small ,HAL,HAL.NS,HAL.BO,Chalet Hotels Limited
https://www.screener.in/company/HAPPSTMNDS/, Consumer Durables ,Electric Equipment ,HAPPSTMNDS,HAPPSTMNDS.NS,HAPPSTMNDS.BO, Happiest Minds Technologies Limited
https://www.screener.in/company/HAVELLS/, Auto Ancillaries ,Auto Ancillaries ,HAVELLS,HAVELLS.NS,HAVELLS.BO,Havells India Limited
https://www.screener.in/company/HBLPOWER/, IT - Hardware ,Computers - Hardware ,HBLPOWER,HBLPOWER.NS,HBLPOWER.BO,HBL Power Systems Limited
https://www.screener.in/company/HCL-INSYS/, IT - Software ,Computers - Software - Large ,HCL-INSYS,HCL-INSYS.NS,HCL-INSYS.BO,HCL Infosystems Limited
https://www.screener.in/company/HCLTECH/, Finance ,Finance & Investments ,HCLTECH,HCLTECH.NS,HCLTECH.BO,HCL Technologies Limited
https://www.screener.in/company/HDFCAMC/, Banks ,Banks - Private Sector ,HDFCAMC,HDFCAMC.NS,HDFCAMC.BO, HDFC Asset Management Company Limited
https://www.screener.in/company/HDFCBANK/, Insurance ,Finance & Investments ,HDFCBANK,HDFCBANK.NS,HDFCBANK.BO,HDFC Bank Limited
https://www.screener.in/company/HDFCLIFE/, Automobile ,Automobiles - Motorcycles / Mopeds ,HDFCLIFE,HDFCLIFE.NS,HDFCLIFE.BO,HDFC Life Insurance Company Limited
https://www.screener.in/company/HEROMOTOCO/, Telecomm Equipment & Infra Services ,Engineering - Turnkey Services ,HEROMOTOCO,HEROMOTOCO.NS,HEROMOTOCO.BO,Hero MotoCorp Limited
https://www.screener.in/company/HFCL/, Non Ferrous Metals ,Aluminium and Aluminium Products ,HFCL,HFCL.NS,HFCL.BO,HFCL Limited
https://www.screener.in/company/HINDALCO/, Non Ferrous Metals ,Mining / Minerals / Metals ,HINDALCO,HINDALCO.NS,HINDALCO.BO,Hindalco Industries Limited
https://www.screener.in/company/HINDCOPPER/, Refineries ,Refineries ,HINDCOPPER,HINDCOPPER.NS,HINDCOPPER.BO, Hindustan Copper Limited
https://www.screener.in/company/HINDPETRO/, FMCG ,Personal Care - Multinational ,HINDPETRO,HINDPETRO.NS,HINDPETRO.BO,Hindustan Petroleum Corporation Limited
https://www.screener.in/company/HINDUNILVR/, Non Ferrous Metals ,Mining / Minerals / Metals ,HINDUNILVR,HINDUNILVR.NS,HINDUNILVR.BO,Hindustan Unilever Limited
https://www.screener.in/company/HINDZINC/, Consumer Durables ,Electronics - Components ,HINDZINC,HINDZINC.NS,HINDZINC.BO,Hindustan Zinc Limited
https://www.screener.in/company/HIRECT/, Chemicals ,Chemicals ,HIRECT,HIRECT.NS,HIRECT.BO,Hind Rectifiers Limited
https://www.screener.in/company/HSCL/, Finance ,Finance - Housing ,HSCL,HSCL.NS,HSCL.BO,Himadri Speciality Chemical Limited
https://www.screener.in/company/HUDCO/, Banks ,Banks - Private Sector ,HUDCO,HUDCO.NS,HUDCO.BO,Housing and Urban Development Corporation Limited
https://www.screener.in/company/ICICIBANK/, Insurance ,Finance & Investments ,ICICIBANK,ICICIBANK.NS,ICICIBANK.BO,ICICI Bank Limited
https://www.screener.in/company/ICICIGI/, Insurance ,Finance & Investments ,ICICIGI,ICICIGI.NS,ICICIGI.BO,ICICI Lombard General Insurance Company Limited
https://www.screener.in/company/ICICIPRULI/, Banks ,Banks - Private Sector ,ICICIPRULI,ICICIPRULI.NS,ICICIPRULI.BO,ICICI Prudential Life Insurance Company Limited
https://www.screener.in/company/IDBI/, Telecomm-Service ,Telecommunications - Service Provider ,IDBI,IDBI.NS,IDBI.BO,IDBI Bank Limited
https://www.screener.in/company/IDEA/, Banks ,Banks - Private Sector ,IDEA,IDEA.NS,IDEA.BO,Vodafone Idea Limited
https://www.screener.in/company/IDFCFIRSTB/, Financial Services ,Miscellaneous ,IDFCFIRSTB,IDFCFIRSTB.NS,IDFCFIRSTB.BO,IDFC First Bank Limited
https://www.screener.in/company/IEX/, Finance ,Finance - Term-Lending Institutions ,IEX,IEX.NS,IEX.BO, Indian Energy Exchange Limited
https://www.screener.in/company/IFCI/, Gas Distribution ,Miscellaneous ,IFCI,IFCI.NS,IFCI.BO,IFCI Limited
